id_n,Year,sector_code,Sector_long,Sector_short,QIP_flag,Spl_depr_flag,mintax_flag,Assets,Turnover,Age_2023,Audit_flag,Legal_form,assets,Oper_rev,Sub_rev,Other_rev,Op_wdv,Add_assets,Dispose_assets,Add_assets_spl,profit_before_tax,Donations_grants,non_ded_exp,unrecorded_inc,dec_provision,loss_disposal,other_ded_exp,dividends,capgain_disp_assets,other_inc,charity_cont,int_exp,int_inc,e41,depr,accum_inc,accum_exp,Loss_lag1,Loss_lag2,Loss_lag3,Loss_lag4,Loss_lag5,Loss_lag6,Loss_lag7,Loss_lag8,Loss_lag9,Loss_lag10,weight
6531,2022,641,Financial service activities,2,0,0,0,20122448775,2183829340,7,N,0,20122448775,2183829340,0,575701510,52858745,211504288,0,0,406562033,823400,141022559,0,0,0,0,3168000,0,0,823400,827047621,2183829340,0,104838092,0,0,138576593,131795699,65678600,216629476,120583579,0,0,0,0,0,1
6532,2022,466,Import-export of food and non-alcoholic beverages,2,0,0,0,856815055,17086,2,N,0,856815055,0,0,17086,0,0,0,0,-125741243,0,4593954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6533,2022,702,Activities of head offices; management consultancy activities,2,0,0,0,950767634,0,4,N,0,950767634,0,0,0,0,0,0,0,-26067366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21442030,23165000,7031520,0,0,0,0,0,0,0,1
6534,2022,681,Real estate activities,2,0,0,0,1.81E+11,6539666765,3,N,0,1.81E+11,6539666765,0,0,0,0,0,0,3067056723,0,0,0,0,0,0,0,0,0,0,3323004437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6535,2022,410,CONSTRUCTION,2,0,0,1,394780172,3421855769,8,N,1,394780172,3421819622,0,36147,321755849,0,0,0,2971185,0,31336320,0,0,0,0,0,0,0,0,0,0,0,66193291,0,0,201150208,146061438,92957647,0,0,0,0,0,0,0,1
6536,2022,472,Sale in non-specialized stores,2,0,0,1,1526330116,110318761,2,N,0,1526330116,110318761,0,0,57500436,2881900,0,0,-93976125,0,31149675,0,0,0,0,0,0,0,0,0,0,-48688415,17420706,0,0,48688415,0,0,0,0,0,0,0,0,0,1
6537,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,1,1713457601,3055727536,8,N,0,1713457601,3055727536,0,0,79920343,77269852,0,0,-474979016,0,65902231,0,0,0,0,0,0,0,0,0,0,-537534067,63265621,0,0,144779298,425621517,0,0,0,0,0,0,0,0,1
6538,2022,681,Real estate activities,2,0,0,0,4535886963,222318000,4,Y,0,4535886963,222318000,0,202598,5400476,79439286,0,0,17381522,0,30668150,0,0,0,0,0,0,0,0,0,0,-42135970,21702823,0,0,0,0,15789121,0,0,0,0,0,0,0,1
6539,2022,463,Import-export of food and non-alcoholic beverages,2,0,0,0,-17237890,0,7,N,0,17237890,0,0,0,0,0,0,0,-2015000,0,0,0,0,0,0,0,0,0,0,0,0,-184046660,0,0,0,55222890,49143490,43089690,36590590,0,0,0,0,0,0,1
6540,2022,702,Activities of head offices; management consultancy activities,3,0,0,0,77845000,0,1,N,0,77845000,0,0,0,0,0,0,0,-2155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6541,2022,681,Real estate activities,2,0,0,0,15755793262,0,3,N,0,15755793262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222200,59181181,0,0,0,0,0,0,0,0,1
6542,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,61234941,41170,7,N,1,61234941,0,0,41170,0,0,0,0,-25014150,0,4271593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13240500,11039129,9582980,10233850,1128550,0,0,0,0,0,1
6543,2022,781,Employment activities,2,0,0,0,39706082,153899759,4,N,0,39706082,153899759,0,7822,0,0,0,0,58227800,0,2599373,0,0,0,0,0,0,0,3170090,4940400,7822,-46142986,0,0,0,0,17332172,0,0,0,0,0,0,0,0,1
6544,2022,561,Food and beverage service activities,2,0,0,0,18111500,0,4,N,0,18111500,0,0,0,0,0,0,0,-9766200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17855800,63752600,60982600,0,0,0,0,0,0,0,1
6545,2022,682,Real estate activities,2,0,0,0,282446918,0,2,N,0,282446918,0,0,0,0,0,0,0,-63227740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54799353,0,0,0,0,0,0,0,0,0,1
6546,2022,682,Real estate activities,2,0,0,0,19400000,0,1,N,0,19400000,0,0,0,0,0,0,0,-600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6547,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,1,1456361,665359,4,N,0,1456361,665359,0,0,0,0,0,0,-22471591,0,0,0,0,0,0,0,0,0,0,0,0,-81127583,0,0,0,23953519,31271484,21523300,0,0,0,0,0,0,0,1
6548,2022,682,Real estate activities,2,0,0,1,81936823,640163240,4,N,0,81936823,640163240,0,0,10197068,0,0,0,-75631101,0,29153728,0,0,0,0,0,0,0,0,0,0,0,2436498,0,0,0,0,106448684,0,0,0,0,0,0,0,1
6549,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,0,8976780906,11484223288,7,N,0,8976780906,11484223288,0,267176832,96867549,26459959,0,0,2358773189,617550,583588455,0,0,0,0,0,0,1191789,0,0,0,0,43708428,0,0,0,0,0,0,0,0,0,0,0,0,1
6550,2022,620,Software publishing,2,0,0,0,3943898000,0,4,N,0,3943898000,0,0,0,0,0,0,0,-25902000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6551,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,0,0,8,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6552,2022,791,Travel agency and related tourism activities,2,0,0,0,249304959,139089540,5,Y,0,249304959,139089540,0,0,812503,0,0,0,18809561,0,406252,0,0,0,0,0,0,0,0,0,0,0,406252,0,0,0,0,0,0,0,0,0,0,0,0,1
6553,2022,462,Import-export of agricultural raw materials and live animals,2,0,0,0,3853734722,0,8,N,1,3853734722,0,0,0,0,0,0,0,-16944775,0,736725,0,0,0,0,0,0,0,0,0,0,-126716933,0,0,0,14084950,18329850,8493600,17182100,68626433,0,0,0,0,0,1
6554,2022,681,Real estate activities,2,0,0,0,95863100,0,6,N,0,95863100,0,0,0,0,0,0,0,-1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1213500,0,0,0,0,0,0,0,0,1
6555,2022,471,Sale in non-specialized stores,3,0,0,0,127577638,159983160,3,Y,0,127577638,159983160,0,0,0,0,0,0,72734204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6556,2022,741,"Other professional, scientific and technical activities",3,0,0,0,55128771,5122973429,5,N,0,55128771,5122973429,0,59655,0,0,0,0,-3060898844,0,3634666113,0,0,0,0,0,0,0,0,0,0,-129932982,0,0,0,19540982,13348500,22494150,74549350,0,0,0,0,0,0,1
6557,2022,479,Sale of computers and electronic equipment,2,0,0,0,88196927,0,1,N,0,88196927,0,0,0,0,0,0,0,-20491874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6558,2022,773,Rental and leasing activities,3,0,0,0,148301627,1441,2,N,0,148301627,0,0,1441,0,0,0,0,-32566993,0,1976160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23253821,0,0,0,0,0,0,0,0,0,1
6559,2022,522,Warehousing and support activities for transportation,2,0,0,1,1137647594,5029511939,7,N,1,1137647594,5029511939,0,1521018,104576735,0,0,0,100143846,0,103055912,0,0,0,0,0,0,0,0,0,0,0,26432240,0,0,0,0,0,0,0,0,0,0,0,0,1
6560,2022,432,CONSTRUCTION,2,0,0,0,20000000,0,3,N,0,20000000,0,0,0,0,0,0,0,-116466171,0,2387048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6423550,0,0,0,0,0,0,0,0,1
6561,2022,12,Agriculture,1,0,0,0,1952079500,0,8,N,0,1952079500,0,0,0,0,0,0,0,-7911500,0,0,0,0,0,0,0,0,0,0,0,0,-40009000,0,0,0,7879900,7895500,6062600,6053800,6053100,0,0,0,0,0,1
6562,2022,731,Advertising and market research,2,0,0,1,388452953,230129472,5,N,0,388452953,229893280,0,236192,0,261964916,0,0,-17145165,0,57274057,10292500,0,0,0,0,0,0,0,0,236192,0,52392983,0,0,101137131,0,0,0,0,0,0,0,0,0,1
6563,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,35565800,0,1,N,0,35565800,0,0,0,0,0,0,0,-44434200,0,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6564,2022,492,Transport,3,0,0,1,65000000,23650290,2,N,1,65000000,23650290,0,0,45000000,0,0,0,-15649710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6565,2022,410,CONSTRUCTION,2,0,0,1,9102218320,7842061600,7,N,0,9102218320,7842061600,0,0,98484805,0,0,0,-171651851,0,85065289,0,0,0,0,0,0,0,0,0,0,0,25400704,0,0,0,0,87776653,190808743,6658865,0,0,0,0,0,1
6566,2022,152,Manufacture of wearing apparels,3,1,0,0,1.49E+11,2.45E+11,8,N,0,1.49E+11,2.45E+11,0,731344,45437258960,3093809113,30113690570,0,-4729249321,2058500,12335205747,0,0,0,0,0,0,0,0,0,0,-1974826436,5631129990,0,0,18082410714,12250392304,0,21650704741,1807910209,0,0,0,0,0,1
6567,2022,462,Import-export of agricultural raw materials and live animals,2,0,0,0,9369064,0,4,Y,0,9369064,0,0,0,0,0,0,0,-12452405,0,0,0,0,0,0,0,0,0,0,0,0,-47076856,0,0,0,12328450,12093498,22654908,0,0,0,0,0,0,0,1
6568,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,1972491,17579964,6,N,0,1972491,17579964,0,0,0,0,0,0,-17486638,0,492720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21999600,31516062,60487851,44506485,8156379,0,0,0,0,0,1
6569,2022,702,Activities of head offices; management consultancy activities,2,0,0,0,11992678000,0,4,N,0,11992678000,0,0,0,0,0,0,0,-1200000,0,0,0,0,0,0,0,0,0,0,0,0,-6101000,0,0,0,1200000,1221000,3680000,0,0,0,0,0,0,0,1
6570,2022,492,Transport,2,0,0,1,410059392,3220060894,6,N,0,410059392,3220060894,0,0,8018260,0,0,0,218826577,0,0,0,0,0,0,0,0,0,0,0,0,-86874213,0,0,0,6040657,6040657,0,0,3218000,0,0,0,0,0,1
6571,2022,683,Real Estate Development,2,0,0,0,3883618080,0,2,N,0,3883618080,0,0,0,0,0,0,0,-53064970,0,3436020,0,0,0,0,0,0,0,0,0,0,-63316950,0,0,0,63316950,0,0,0,0,0,0,0,0,0,1
6572,2022,692,Legal and accounting activities,2,0,0,1,80573462,206729279,5,N,0,80573462,206729279,0,0,16833399,0,0,0,-71521700,0,10556636,0,0,0,0,0,0,0,0,0,0,0,6146344,0,0,0,8595675,0,0,0,0,0,0,0,0,1
6573,2022,410,CONSTRUCTION,2,0,0,1,95793367,552542158,2,N,0,95793367,552542158,0,0,0,0,0,0,-89346105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6574,2022,551,Accommodation,3,0,0,0,0,0,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6575,2022,410,CONSTRUCTION,2,0,0,0,569375000,0,2,N,0,569375000,0,0,0,0,0,0,0,-30025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,1
6576,2022,682,Real estate activities,2,0,0,0,28010000,0,2,N,0,28010000,0,0,0,0,0,0,0,-10412300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5577700,0,0,0,0,0,0,0,0,0,1
6577,2022,410,CONSTRUCTION,2,0,0,0,800000000,0,7,N,0,800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6578,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,132463144,0,7,N,1,132463144,0,0,0,0,0,0,0,-6140400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6579,2022,202,Manufacture of chemicals and chemical products,3,0,0,0,239535557,82581890,4,N,0,239535557,82581890,0,0,45313840,0,0,0,-163053434,0,9191769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226622633,201141014,94377636,0,0,0,0,0,0,0,1
6580,2022,854,Education,2,0,0,0,5739510,0,8,N,0,5739510,0,0,0,0,0,0,0,-9037350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8942063,8884034,8914400,8899000,8899000,0,0,0,0,0,1
6581,2022,812,Services to buildings and landscape activities,3,0,0,0,3293600,0,1,N,1,3293600,0,0,0,0,0,0,0,-6793050,0,617550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6582,2022,682,Real estate activities,2,0,0,0,1219800,0,3,Y,0,1219800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6314700,94976600,0,0,0,0,0,0,0,0,1
6583,2022,551,Accommodation,2,0,0,1,13526927764,170043438,7,N,0,13526927764,170043438,0,0,25609665,0,0,0,-96183952,0,0,0,0,0,0,0,0,0,0,0,0,-495207679,0,0,0,91372237,218142568,33873016,20229696,131590162,0,0,0,0,0,1
6584,2022,476,Sale of computers and electronic equipment,3,0,0,1,3227790710,1832046500,7,N,1,3227790710,1832046500,0,0,200452,0,0,0,163784751,0,6050113,0,0,0,0,0,0,0,0,0,0,0,6050113,0,0,0,0,0,0,0,0,0,0,0,0,1
6585,2022,561,Food and beverage service activities,3,0,0,0,121715364,132926800,6,N,1,121715364,132926800,0,0,0,0,0,0,30946800,0,6189360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6586,2022,990,Activities of extraterritorial organizations and bodies,2,1,0,0,0,72636120,1,N,0,0,72636120,0,8259640,0,0,0,0,3304672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6587,2022,732,Advertising and market research,2,0,0,0,640985157,0,7,N,0,640985157,0,0,0,216654303,0,0,0,-2269611363,0,217586953,0,0,0,0,0,0,0,0,0,0,0,66578902,0,0,2112952003,3091923131,5641813061,6103424155,4998013286,0,0,0,0,0,1
6588,2022,410,CONSTRUCTION,2,0,0,1,827394314,1162092745,6,N,0,827394314,1162092745,0,0,0,0,0,0,-914263631,0,988080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285138201,305512823,0,102025465,0,0,0,0,0,0,1
6589,2022,681,Real estate activities,2,0,0,0,3143378699,11803653619,7,N,0,3143378699,11803653619,0,2636527,227869050,33841740,0,0,955392791,0,336523431,0,14409500,0,0,0,0,0,0,0,0,0,86119255,0,0,0,0,0,0,0,0,0,0,0,0,1
6590,2022,410,CONSTRUCTION,3,0,0,0,459075079,0,6,N,0,459075079,0,0,0,16889631,0,0,0,-9643330,0,5083264,0,0,0,0,0,0,0,0,0,0,0,4257495,0,0,17792944,30356125,0,0,27318325,0,0,0,0,0,1
6591,2022,949,Activities of membership organizations,2,1,0,0,79765195,0,2,Y,0,79765195,0,0,233961214,0,0,0,0,18912539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6592,2022,410,CONSTRUCTION,2,0,0,0,7892566980,988,5,N,0,7892566980,0,0,988,7946643,0,0,0,-245718204,0,183322929,0,0,0,0,0,0,0,0,0,0,0,1643226,0,0,49622184,44423577,0,0,0,0,0,0,0,0,1
6593,2022,732,Advertising and market research,2,0,0,0,2775637,0,7,Y,0,2775637,0,0,0,0,0,0,0,-121230900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111374900,110723600,112865060,110635650,115060045,0,0,0,0,0,1
6594,2022,522,Warehousing and support activities for transportation,2,0,0,0,3218624,54452904,7,N,1,3218624,54452904,0,0,196433,0,0,0,-38894913,0,51813,0,0,0,0,0,0,0,0,0,0,0,51813,0,0,33824049,23910624,12545892,0,0,0,0,0,0,0,1
6595,2022,702,Activities of head offices; management consultancy activities,2,0,0,0,3567900,0,6,Y,0,3567900,0,0,0,0,0,0,0,-23301850,0,0,0,0,0,0,0,0,0,0,0,0,-92503600,0,0,0,23165900,23214600,23081900,23041200,0,0,0,0,0,0,1
6596,2022,463,Import-export of food and non-alcoholic beverages,3,0,0,0,0,0,6,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6597,2022,711,Architectural and engineering activities; technical testing and analysis,2,0,0,0,68348250,488834,2,N,0,68348250,0,0,488834,0,0,0,0,-5187366,0,977280,0,0,0,0,0,0,488834,0,0,0,0,977280,0,0,7912700,0,0,0,0,0,0,0,0,0,1
6598,2022,801,Security and investigation activities,2,0,0,0,880611066,2435208441,7,N,1,880611066,2435208441,0,0,4369079,359002400,0,0,144418269,0,141113223,0,0,0,0,0,0,0,0,0,0,0,90744317,0,0,0,0,0,0,0,0,0,0,0,0,1
6599,2022,466,Import-export of food and non-alcoholic beverages,2,0,0,0,4460184,24586449,5,Y,0,4460184,24586449,0,0,2118724,0,0,0,-113745178,0,6480630,0,0,0,0,0,0,0,0,0,0,0,579330,0,0,76833647,63298276,81929861,0,0,0,0,0,0,0,1
6600,2022,492,Transport,3,0,0,0,39461733,14945534,1,N,0,39461733,14944710,0,824,2888900,0,0,0,-43806774,0,1976078,0,0,0,0,0,0,0,0,0,0,0,1444450,0,0,0,0,0,0,0,0,0,0,0,0,1
6601,2022,451,"Import-Export and Domestic Trade of Motor Vehicles, Motorcycles, Parts and Accessories",2,0,0,0,1779988120,0,7,Y,0,1779988120,0,0,0,0,0,0,0,-106820670,0,0,0,0,0,0,0,0,0,0,0,0,54322716,0,0,0,54322716,48863600,32213400,8495107,8480990,0,0,0,0,0,1
6602,2022,141,Manufacture of wearing apparels,3,0,0,0,237938507,322758552,6,N,0,237938507,322758552,0,0,21935794,0,0,0,20098375,0,4387159,0,0,0,0,0,0,0,0,0,0,0,4387159,0,0,0,0,0,0,0,0,0,0,0,0,1
6603,2022,12,Agriculture,1,0,0,0,41990929553,0,6,Y,0,41990929553,0,0,0,3624030,0,0,0,-499600050,0,1167664,0,0,0,0,0,0,0,0,0,0,0,1812015,0,0,502784602,6095500,6062600,7895544,2843400,0,0,0,0,0,1
6604,2022,473,"Sale of solid, liquid, and gaseous fuels and related products",3,0,0,1,132129509,27443360,7,N,1,132129509,27443360,0,0,9111394,0,0,0,2009176,0,4962437,0,0,0,0,0,0,0,0,0,0,0,4962437,0,0,2577268,7118936,0,0,0,0,0,0,0,0,1
6605,2022,682,Real estate activities,2,0,0,0,10538900,0,4,N,0,10538900,0,0,0,0,0,0,0,-8567250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8522100,8543250,3828500,0,0,0,0,0,0,0,1
6606,2022,783,Employment activities,2,0,0,1,36529193,134214200,2,N,0,36529193,134214200,0,35242,0,0,0,0,2647311,0,2727101,0,0,0,0,0,0,0,0,0,35242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6607,2022,473,"Sale of solid, liquid, and gaseous fuels and related products",3,0,0,1,113367943,6852077320,6,N,1,113367943,6852077320,0,0,0,0,0,0,-175211550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6608,2022,781,Employment activities,2,0,0,1,22009729,784550341,3,N,0,22009729,784550341,0,0,0,0,0,0,-627253028,0,92661237,0,0,0,0,0,0,0,0,0,0,-151121583,0,0,0,151121583,0,0,0,0,0,0,0,0,0,1
6609,2022,642,Financial service activities,2,0,0,0,2760490,0,5,N,0,2760490,0,0,0,0,0,0,0,-24907850,0,1976160,0,0,0,0,0,0,0,0,0,0,-80528126,0,0,0,24810660,24653466,22488600,8575400,0,0,0,0,0,0,1
6610,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,0,14312564535,0,7,Y,0,14312564535,0,0,412,0,0,0,0,-27197890,0,741060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26094419,25594455,25255306,25962995,25207469,0,0,0,0,0,1
6611,2022,551,Accommodation,3,0,0,0,1920927892,0,5,N,0,1920927892,0,0,0,3640787,0,0,0,-503039680,0,1589080,0,0,0,0,0,0,0,0,0,0,0,728157,0,0,675409075,515668490,574910767,46774358,0,0,0,0,0,0,1
6612,2022,611,Telecommunications,3,0,0,0,708888530,1728356842,8,N,0,708888530,1728356842,0,0,115090349,0,0,0,407160031,0,28905923,0,0,0,0,0,0,0,0,0,0,-233814722,28905923,0,0,0,273183060,81890624,0,0,0,0,0,0,0,1
6613,2022,162,Manufacture of wood and related materials,3,0,0,0,25351655436,18958653297,5,Y,0,25351655436,18958653297,0,0,2611071928,0,0,0,-281419058,0,625200371,0,0,0,0,0,0,0,0,0,0,0,534334434,0,0,222425566,396405962,329142885,7584375,0,0,0,0,0,0,1
6614,2022,711,Architectural and engineering activities; technical testing and analysis,2,0,0,0,6029280,0,4,Y,0,6029280,0,0,0,0,0,0,0,-8759810,0,243910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15866400,9385500,0,0,0,0,0,0,0,0,1
6615,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,1,1115813877,2229236848,4,N,0,1115813877,2229236848,0,0,201007890,0,17011917,0,-90833330,0,84694266,0,0,6884097,0,0,0,0,0,0,0,0,44746452,0,0,0,0,0,0,0,0,0,0,0,0,1
6616,2022,141,Manufacture of wearing apparels,3,1,0,0,3.72E+11,6.45E+11,6,N,0,3.72E+11,6.45E+11,0,25932448,11205555436,9655995974,0,0,-8147369503,0,7375921062,0,0,0,0,0,0,0,0,0,0,-51101098599,4277804092,0,0,8433440954,13145232545,0,24752969508,4769455592,0,0,0,0,0,1
6617,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,26749339829,28753767962,6,N,0,26749339829,28753767962,0,78129359,4278052049,247841157,174289,0,3393830919,0,4045427743,0,20562846,0,1812318087,0,0,0,0,350078005,0,0,1118423408,0,0,0,0,0,0,0,0,0,0,0,0,1
6618,2022,463,Import-export of food and non-alcoholic beverages,2,0,0,0,12016353715,1174741,4,N,0,12016353715,0,0,1174741,0,0,0,0,-45674045,0,2659450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41453860,30438230,22286000,0,0,0,0,0,0,0,1
6619,2022,711,Architectural and engineering activities; technical testing and analysis,2,0,0,1,150329167,543546554,6,N,0,150329167,543546554,0,0,2265888,0,0,0,14323455,0,5406427,0,0,0,0,0,0,0,0,0,0,0,684969,0,0,0,300336048,0,0,0,0,0,0,0,0,1
6620,2022,410,CONSTRUCTION,2,0,0,0,70683080,0,5,N,0,70683080,0,0,0,0,0,0,0,-11016400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10962800,10991000,10193500,6153220,0,0,0,0,0,0,1
6621,2022,410,CONSTRUCTION,2,0,0,0,355656896,0,2,N,0,355656896,0,0,0,0,0,0,0,-27619304,0,1964800,0,0,0,0,0,0,0,0,0,0,-16644200,0,0,0,16644200,0,0,0,0,0,0,0,0,0,1
6622,2022,682,Real estate activities,2,0,0,1,1406326,144403775,2,N,0,1406326,144403775,0,0,1694172,0,0,0,-43735591,0,719405,0,0,0,0,0,0,0,0,113176,0,0,711881,0,0,81811908,0,0,0,0,0,0,0,0,0,1
6623,2022,476,Sale of computers and electronic equipment,2,0,0,1,2492581659,20896730924,8,N,1,2492581659,20896730924,0,754810,2877670,0,0,0,300286652,0,4615075,0,0,0,0,0,0,0,0,0,0,0,765057,0,0,0,0,0,0,0,0,0,0,0,0,1
6624,2022,472,Sale in non-specialized stores,3,0,0,1,384072402,177192020,1,N,0,384072402,177191691,0,329,0,216679769,0,0,-124446008,0,22771224,0,0,0,0,0,0,0,0,0,0,0,45614302,0,0,0,0,0,0,0,0,0,0,0,0,1
6625,2022,451,"Import-Export and Domestic Trade of Motor Vehicles, Motorcycles, Parts and Accessories",3,0,0,0,52465503,71827200,1,N,1,52465503,71827200,0,0,0,14083500,0,0,38183775,0,2850525,0,0,0,0,0,0,0,0,0,0,0,2850525,0,0,0,0,0,0,0,0,0,0,0,0,1
6626,2022,681,Real estate activities,3,0,0,0,8456000,0,2,N,0,8456000,0,0,0,0,0,0,0,-31040680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386030,0,0,0,0,0,0,0,0,0,1
6627,2022,551,Accommodation,3,0,0,1,67218006,9754552,3,N,1,67218006,9754552,0,0,0,0,0,0,-71226538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59019796,2618000,0,0,0,0,0,0,0,0,1
6628,2022,522,Warehousing and support activities for transportation,3,0,0,1,3785046908,3908081188,8,N,0,3785046908,3908081188,0,0,237786111,0,0,0,-286946337,0,169546541,0,0,0,0,0,0,0,0,0,0,0,153172363,0,0,223269805,634292029,0,70196145,45909968,0,0,0,0,0,1
6629,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,0,2759384,0,1,N,0,2759384,0,0,0,0,0,0,0,-41109170,0,3434160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6630,2022,551,Accommodation,3,0,0,0,3373047725,264851839,2,Y,0,3373047725,264851839,0,6712398,0,64382387,0,0,-748131729,0,9372227,0,0,0,0,0,0,0,0,0,0,0,16527882,0,0,0,0,0,0,0,0,0,0,0,0,1
6631,2022,463,Import-export of food and non-alcoholic beverages,2,0,0,0,5365231707,12984805357,7,N,1,5365231707,12984805357,0,5762894,202064825,4899230,0,0,908508106,0,400668457,0,0,0,0,0,0,0,0,296672255,79211,0,51741014,0,0,0,0,0,0,0,0,0,0,0,0,1
6632,2022,681,Real estate activities,3,0,0,0,56021459,0,2,N,0,56021459,0,0,0,0,0,0,0,-3338581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639960,0,0,0,0,0,0,0,0,0,1
6633,2022,466,Import-export of food and non-alcoholic beverages,3,0,0,1,82271891,134359500,7,N,0,82271891,134359500,0,0,0,0,0,0,-2694095,0,0,0,0,0,0,0,0,0,0,0,0,-11722000,0,0,0,11722000,0,0,0,0,0,0,0,0,0,1
6634,2022,681,Real estate activities,2,0,0,0,1911249836,0,6,N,0,1911249836,0,0,0,0,0,0,0,-25757500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23218864,39773800,0,0,0,0,0,0,0,0,1
6635,2022,221,Manufacture of rubber and plastic products,3,1,0,0,21836837408,27189531889,7,N,0,21836837408,27189138385,0,393504,3554689942,216562467,0,0,-1457681953,16363208,987651345,0,0,0,14756400,0,0,0,0,0,0,0,1260396479,0,0,256192711,2727919192,986519400,3162442082,350338181,0,0,0,0,0,1
6636,2022,410,CONSTRUCTION,3,0,0,0,15694700,0,6,Y,0,15694700,0,0,0,0,0,0,0,-6498800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6531500,6326800,6412500,8452700,10083000,0,0,0,0,0,1
